id	lemma	part_of_speech	cefr_level	cefr_basis	cefr_source_id	frequency_band	frequency_basis	frequency_source_id	frequency_rank	provenance_ids	spelling_variants	status
master-statistics-noun	statistics	noun	B2	source-backed	cefrj-1.5	less-common	editorial-band			bsl-1.2,cefrj-1.5,nawl-1.2,oewn-2025		validated
master-steer-verb	steer	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3569	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stereotype-noun	stereotype	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3954	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-stick-noun	stick	noun	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1060	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stiff-adjective	stiff	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3998	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stimulate-verb	stimulate	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2671	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stitch-noun	stitch	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4606	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stock-noun	stock	noun	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	741	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-store-verb	store	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	667	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-straightforward-adjective	straightforward	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3740	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-strain-verb	strain	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2229	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strand-noun	strand	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3375	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-stress-verb	stress	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1094	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strictly-adverb	strictly	adverb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3289	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-stride-verb	stride	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4286	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strip-verb	strip	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2290	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-strive-verb	strive	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4228	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stroke-noun	stroke	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2450	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stroke-verb	stroke	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2450	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-struggle-verb	struggle	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1221	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-stuff-verb	stuff	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	802	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-submit-verb	submit	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2120	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-substance-noun	substance	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2280	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-substitute-verb	substitute	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2765	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-subtract-verb	subtract	verb	B2	source-backed	cefrj-1.5	less-common	editorial-band			bsl-1.2,cefrj-1.5,nawl-1.2,oewn-2025		validated
master-suburb-noun	suburb	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3250	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-successive-adjective	successive	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4953	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suck-verb	suck	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3469	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sue-verb	sue	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3398	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
v84	sufficient	adjective	B2	editorial-estimate		common	source-backed-rank	ngsl-gr-1.0	1982	cefrj-1.5,ngsl-gr-1.0,oewn-2025,vocabulary-core-2026-08		validated
master-sufficiently-adverb	sufficiently	adverb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3526	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-superb-adjective	superb	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3793	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supervise-verb	supervise	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4243	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supervision-noun	supervision	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4473	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supervisor-noun	supervisor	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4241	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supplement-noun	supplement	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2766	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supplier-noun	supplier	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2054	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-supply-verb	supply	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	864	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suppress-verb	suppress	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3933	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-surge-noun	surge	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3376	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-surrender-verb	surrender	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3940	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-surveillance-noun	surveillance	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4747	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suspect-verb	suspect	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1540	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suspend-verb	suspend	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2804	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-suspicious-adjective	suspicious	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4096	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sustain-verb	sustain	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2323	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-sweep-verb	sweep	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2186	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-swing-noun	swing	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1987	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-swing-verb	swing	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1987	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-syllable-noun	syllable	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4716	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-symbolic-adjective	symbolic	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4046	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-sympathetic-adjective	sympathetic	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3959	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tackle-verb	tackle	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2556	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tag-noun	tag	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3493	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tail-noun	tail	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2590	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tap-verb	tap	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2347	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tease-verb	tease	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4454	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-technical-adjective	technical	adjective	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1508	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-technically-adverb	technically	adverb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4496	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-telescope-noun	telescope	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4873	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-temporarily-adverb	temporarily	adverb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4461	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-temptation-noun	temptation	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4880	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tender-adjective	tender	adjective	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2837	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-terrace-noun	terrace	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3870	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-territory-noun	territory	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2197	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-test-verb	test	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	382	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-testify-verb	testify	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3688	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-testimony-noun	testimony	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3095	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-theme-noun	theme	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1622	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-theorist-noun	theorist	noun	B2	source-backed	cefrj-1.5	less-common	editorial-band			cefrj-1.5,nawl-1.2,oewn-2025		validated
master-therapy-noun	therapy	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2548	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-thereafter-adverb	thereafter	adverb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4222	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-thesis-noun	thesis	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3805	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-thickness-noun	thickness	noun	B2	source-backed	cefrj-1.5	less-common	editorial-band			cefrj-1.5,nawl-1.2,oewn-2025		validated
master-thirst-noun	thirst	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2859	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-thoroughly-adverb	thoroughly	adverb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3312	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-though-adverb	though	adverb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	277	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-thoughtful-adjective	thoughtful	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4969	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-thread-noun	thread	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3596	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-threaten-verb	threaten	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1571	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-thrill-noun	thrill	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3262	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-throat-noun	throat	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2554	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tight-adverb	tight	adverb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2133	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-time-verb	time	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	99	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tip-verb	tip	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1709	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tolerate-verb	tolerate	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4148	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-toll-noun	toll	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4306	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tomb-noun	tomb	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4599	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-ton-noun	ton	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3082	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-torch-noun	torch	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	5034	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-torture-verb	torture	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3232	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tough-adjective	tough	adjective	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1519	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-toxic-adjective	toxic	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4350	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-trace-verb	trace	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2097	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-track-verb	track	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1008	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trade-verb	trade	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	594	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trader-noun	trader	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3667	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trail-verb	trail	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2233	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trailer-noun	trailer	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4919	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trainee-noun	trainee	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4564	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trainer-noun	trainer	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3501	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trait-noun	trait	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3873	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-transcript-noun	transcript	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4619	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-transfer-noun	transfer	noun	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1160	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-transition-noun	transition	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2245	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-translation-noun	translation	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2904	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-translator-noun	translator	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4305	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-transmission-noun	transmission	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3664	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-transmit-verb	transmit	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3517	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-transparent-adjective	transparent	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4757	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-transport-verb	transport	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1260	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tray-noun	tray	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4171	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-treat-verb	treat	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	854	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-treaty-noun	treaty	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3048	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-trial-noun	trial	noun	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1093	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-triangle-noun	triangle	noun	B2	source-backed	cefrj-1.5	less-common	editorial-band			cefrj-1.5,nawl-1.2,oewn-2025		validated
master-tribe-noun	tribe	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3351	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-trick-verb	trick	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2667	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tricky-adjective	tricky	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4986	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-trip-verb	trip	verb	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	875	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trivial-adjective	trivial	adjective	B2	source-backed	cefrj-1.5	less-common	editorial-band			cefrj-1.5,nawl-1.2,oewn-2025		validated
master-troop-noun	troop	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1507	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trunk-noun	trunk	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4420	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-trust-noun	trust	noun	B2	source-backed	cefrj-1.5	very-common	source-backed-rank	ngsl-gr-1.0	1125	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tuition-noun	tuition	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4223	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-tunnel-noun	tunnel	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3291	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-turbulent-adjective	turbulent	adjective	B2	source-backed	cefrj-1.5	less-common	editorial-band			cefrj-1.5,nawl-1.2,oewn-2025		validated
master-tutor-noun	tutor	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4106	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-ultimate-adjective	ultimate	adjective	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2943	bsl-1.2,cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-ultimately-adverb	ultimately	adverb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2070	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-unacceptable-adjective	unacceptable	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4684	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-unaware-adjective	unaware	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4917	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-unchanged-adjective	unchanged	adjective	B2	source-backed	cefrj-1.5	less-common	editorial-band			bsl-1.2,cefrj-1.5,oewn-2025		validated
master-unconscious-adjective	unconscious	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4930	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-underestimate-verb	underestimate	verb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4841	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-undergraduate-noun	undergraduate	noun	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4793	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-underground-adjective	underground	adjective	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2914	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-underground-adverb	underground	adverb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2914	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-underneath-adverb	underneath	adverb	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	3563	cefrj-1.5,nawl-1.2,ngsl-gr-1.0,oewn-2025		validated
master-understandable-adjective	understandable	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	4997	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-undertake-verb	undertake	verb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2086	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-undoubtedly-adverb	undoubtedly	adverb	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3455	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-unfamiliar-adjective	unfamiliar	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	5023	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-universal-adjective	universal	adjective	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	2405	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-unlike-preposition	unlike	preposition	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1787	cefrj-1.5,ngsl-gr-1.0		validated
master-unlimited-adjective	unlimited	adjective	B2	source-backed	cefrj-1.5	less-common	editorial-band			bsl-1.2,cefrj-1.5,oewn-2025		validated
master-unpopular-adjective	unpopular	adjective	B2	source-backed	cefrj-1.5	less-common	editorial-band			bsl-1.2,cefrj-1.5,oewn-2025		validated
master-unwilling-adjective	unwilling	adjective	B2	source-backed	cefrj-1.5	less-common	source-backed-rank	ngsl-gr-1.0	5043	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-update-noun	update	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	1983	cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
master-upgrade-noun	upgrade	noun	B2	source-backed	cefrj-1.5	common	source-backed-rank	ngsl-gr-1.0	3286	bsl-1.2,cefrj-1.5,ngsl-gr-1.0,oewn-2025		validated
